FIPS,State,County,TOT_POP,TOT_MALE,TOT_FEMALE,pop_den_permile,diab_perc,hyper_perc,old_perc,CRUDE_RATE,CRD_MR,GEOID,Latitude,Longitude,CGPS
1001,Alabama,AUTAUGA COUNTY,55601,26995,28606,91.8,9.9,40.38,0.11,553.5,81.79,0500000US01001,32.53492165,-86.64274304,AUTAUGA
1003,Alabama,BALDWIN COUNTY,218022,105657,112365,114.6,8.5,38.15,0.14,598.0,54.28,0500000US01003,30.72748439,-87.72257009,BALDWIN
1005,Alabama,BARBOUR COUNTY,24881,13133,11748,31.0,15.7,48.28,0.13,546.0,69.82,0500000US01005,31.86957921,-85.39321162,BARBOUR
1007,Alabama,BIBB COUNTY,22400,11921,10479,36.8,13.3,44.87,0.11,566.0,84.49,0500000US01007,32.9986234,-87.12647707,BIBB
1009,Alabama,BLOUNT COUNTY,57840,28500,29340,88.9,14.9,41.81,0.13,551.0,87.05,0500000US01009,33.98086948,-86.56737928,BLOUNT
1011,Alabama,BULLOCK COUNTY,10138,5527,4611,17.5,22.4,52.45,0.11,569.5,51.49,0500000US01011,32.10052535,-85.71567887,BULLOCK
1013,Alabama,BUTLER COUNTY,19680,9165,10515,27.0,16.9,47.15,0.14,546.0,75.09,0500000US01013,31.75244145,-86.68029177,BUTLER
1015,Alabama,CALHOUN COUNTY,114277,54914,59363,195.7,15.6,44.27,0.12,557.5,87.32,0500000US01015,33.77141933,-85.82604969,CALHOUN
1017,Alabama,CHAMBERS COUNTY,33615,16093,17522,57.4,17.5,46.86,0.13,707.0,84.00,0500000US01017,32.91434666,-85.39202904,CHAMBERS
1019,Alabama,CHEROKEE COUNTY,26032,12896,13136,46.9,12.2,43.58,0.16,627.0,93.04,0500000US01019,34.1759043,-85.603803,CHEROKEE
1021,Alabama,CHILTON COUNTY,44153,21668,22485,63.0,16.8,42.75,0.11,508.0,88.02,0500000US01021,32.84786373,-86.71879906,CHILTON
1023,Alabama,CHOCTAW COUNTY,12841,6070,6771,15.2,13.9,47.28,0.16,635.5,60.19,0500000US01023,32.01977245,-88.26317884,CHOCTAW
1025,Alabama,CLARKE COUNTY,23920,11328,12592,20.9,20.1,47.73,0.14,624.0,69.30,0500000US01025,31.67667619,-87.83080894,CLARKE
1027,Alabama,CLAY COUNTY,13275,6492,6783,23.1,11.2,42.92,0.14,642.5,76.28,0500000US01027,33.26902397,-85.86057933,CLAY
1029,Alabama,CLEBURNE COUNTY,14987,7421,7566,26.7,10.4,42.43,0.13,612.0,92.84,0500000US01029,33.67451865,-85.51881716,CLEBURNE
1031,Alabama,COFFEE COUNTY,51909,25521,26388,73.6,14.4,41.72,0.12,498.5,79.42,0500000US01031,31.4026474,-85.98815339,COFFEE
1033,Alabama,COLBERT COUNTY,54762,26259,28503,91.8,13.5,43.14,0.14,583.5,80.43,0500000US01033,34.70046997,-87.80492648,COLBERT
1035,Alabama,CONECUH COUNTY,12277,5881,6396,15.6,23.7,46.5,0.16,634.5,76.40,0500000US01035,31.42923169,-86.99366638,CONECUH
1037,Alabama,COOSA COUNTY,10715,5399,5316,17.7,17.9,45.8,0.16,542.0,78.67,0500000US01037,32.93624337,-86.24765278,COOSA
1039,Alabama,COVINGTON COUNTY,36986,17896,19090,36.6,12.9,41.99,0.15,666.5,74.47,0500000US01039,31.24849105,-86.45126603,COVINGTON
1041,Alabama,CRENSHAW COUNTY,13824,6674,7150,22.8,16.3,44.41,0.13,621.5,107.91,0500000US01041,31.73152346,-86.31354958,CRENSHAW
1043,Alabama,CULLMAN COUNTY,83442,41245,42197,109.4,17.2,41.11,0.13,570.5,89.78,0500000US01043,34.13194106,-86.86757816,CULLMAN
1045,Alabama,DALE COUNTY,48956,24023,24933,89.6,14.4,42.57,0.12,537.5,84.85,0500000US01045,31.43180989,-85.61100423,DALE
1047,Alabama,DALLAS COUNTY,38310,17685,20625,44.8,13.9,51.25,0.12,621.0,65.59,0500000US01047,32.32597439,-87.10647388,DALLAS
1049,Alabama,DEKALB COUNTY,71385,35428,35957,91.5,11.2,42.3,0.12,478.5,101.83,0500000US01049,34.45980125,-85.80410866,DEKALB
1051,Alabama,ELMORE COUNTY,81887,39585,42302,128.2,14.9,41.5,0.1,540.0,91.25,0500000US01051,32.5966471,-86.14915945,ELMORE
1053,Alabama,ESCAMBIA COUNTY,36748,18628,18120,40.5,17.1,44.73,0.12,556.5,67.63,0500000US01053,31.12613597,-87.16157884,ESCAMBIA
1055,Alabama,ETOWAH COUNTY,102501,49653,52848,195.2,13.5,43.68,0.13,619.0,97.44,0500000US01055,34.04525561,-86.03476619,ETOWAH
1057,Alabama,FAYETTE COUNTY,16433,8023,8410,27.5,21.0,43.43,0.14,628.0,86.07,0500000US01057,33.72122295,-87.73885854,FAYETTE
1059,Alabama,FRANKLIN COUNTY,31363,15823,15540,50.0,13.3,42.8,0.12,513.5,104.32,0500000US01059,34.4416923,-87.84373463,FRANKLIN
1061,Alabama,GENEVA COUNTY,26314,12846,13468,46.6,14.3,42.23,0.14,620.0,78.80,0500000US01061,31.09505337,-85.83908681,GENEVA
1063,Alabama,GREENE COUNTY,8233,3887,4346,14.0,11.3,53.08,0.15,648.5,57.38,0500000US01063,32.85312838,-87.95222397,GREENE
1065,Alabama,HALE COUNTY,14726,7008,7718,24.5,15.5,50.28,0.13,528.5,61.15,0500000US01065,32.76266208,-87.62914672,HALE
1067,Alabama,HENRY COUNTY,17209,8300,8909,30.8,13.7,44.29,0.15,638.0,71.04,0500000US01067,31.51470413,-85.24141391,HENRY
1069,Alabama,HOUSTON COUNTY,104722,50286,54436,175.1,11.8,42.23,0.12,542.5,66.90,0500000US01069,31.15319999,-85.30247388,HOUSTON
1071,Alabama,JACKSON COUNTY,51736,25390,26346,49.4,13.9,40.82,0.14,617.5,94.69,0500000US01071,34.77945409,-85.9993545,JACKSON
1073,Alabama,JEFFERSON COUNTY,659300,311591,347709,592.5,11.7,43.63,0.1,527.5,59.24,0500000US01073,33.55431263,-86.89649193,JEFFERSON
1075,Alabama,LAMAR COUNTY,13844,6767,7077,24.1,16.0,43.0,0.16,711.5,89.17,0500000US01075,33.77913539,-88.09695813,LAMAR
1077,Alabama,LAUDERDALE COUNTY,92387,44327,48060,138.8,11.9,40.43,0.14,565.5,75.94,0500000US01077,34.90140674,-87.65400978,LAUDERDALE
1079,Alabama,LAWRENCE COUNTY,32957,16047,16910,49.7,16.9,43.68,0.13,606.0,92.36,0500000US01079,34.52167746,-87.31098919,LAWRENCE
1081,Alabama,LEE COUNTY,163941,80639,83302,230.8,9.5,41.64,0.08,356.2,74.45,0500000US01081,32.60114594,-85.35547099,LEE
1083,Alabama,LIMESTONE COUNTY,96174,48156,48018,147.8,12.5,41.38,0.1,536.5,64.91,0500000US01083,34.81010106,-86.98140702,LIMESTONE
1085,Alabama,LOWNDES COUNTY,9974,4670,5304,15.8,11.4,51.98,0.13,675.0,55.88,0500000US01085,32.15474555,-86.65010769,LOWNDES
1087,Alabama,MACON COUNTY,18439,8383,10056,35.2,21.3,54.25,0.13,613.5,45.36,0500000US01087,32.38594742,-85.69262933,MACON
1089,Alabama,MADISON COUNTY,366519,179074,187445,417.7,12.4,38.72,0.1,504.2,61.87,0500000US01089,34.76309084,-86.55022568,MADISON
1091,Alabama,MARENGO COUNTY,19066,8933,10133,21.5,14.9,48.06,0.14,599.0,62.26,0500000US01091,32.24766404,-87.78953757,MARENGO
1093,Alabama,MARION COUNTY,29763,14686,15077,41.5,18.1,43.35,0.15,664.5,87.77,0500000US01093,34.13655444,-87.88713484,MARION
1095,Alabama,MARSHALL COUNTY,96109,47502,48607,164.4,10.2,40.54,0.12,542.0,105.63,0500000US01095,34.36695081,-86.30662894,MARSHALL
1097,Alabama,MOBILE COUNTY,413757,197077,216680,335.9,12.6,43.42,0.11,517.5,65.83,0500000US01097,30.78720715,-88.20580853,MOBILE
1099,Alabama,MONROE COUNTY,21067,10005,11062,22.5,15.7,45.59,0.14,579.0,64.72,0500000US01099,31.57088026,-87.36542968,MONROE
1101,Alabama,MONTGOMERY COUNTY,225763,106522,119241,292.5,13.0,43.69,0.1,471.5,68.04,0500000US01101,32.22026544,-86.2076176,MONTGOMERY
1103,Alabama,MORGAN COUNTY,119089,58682,60407,206.3,11.1,40.43,0.12,576.0,76.82,0500000US01103,34.45346807,-86.85292439,MORGAN
1105,Alabama,PERRY COUNTY,9140,4281,4859,14.7,13.6,52.56,0.14,522.0,67.18,0500000US01105,32.63845729,-87.29440935,PERRY
1107,Alabama,PICKENS COUNTY,19938,9948,9990,22.4,12.7,47.48,0.13,574.0,63.94,0500000US01107,33.28079464,-88.08875113,PICKENS
1109,Alabama,PIKE COUNTY,33338,16098,17240,48.9,12.1,45.38,0.1,470.5,72.77,0500000US01109,31.8027237,-85.94092205,PIKE
1111,Alabama,RANDOLPH COUNTY,22725,11056,11669,39.5,13.8,43.78,0.14,601.5,73.30,0500000US01111,33.29378572,-85.45912804,RANDOLPH
1113,Alabama,RUSSELL COUNTY,57781,27745,30036,82.6,18.2,46.13,0.09,512.0,80.35,0500000US01113,32.28839176,-85.18489827,RUSSELL
1115,Alabama,ST. CLAIR COUNTY,88690,44027,44663,132.3,12.3,42.83,0.11,563.0,91.50,0500000US01115,33.71569295,-86.31470419,ST. CLAIR
1117,Alabama,SHELBY COUNTY,215707,104270,111437,248.5,9.6,35.26,0.1,455.5,53.63,0500000US01117,33.26427788,-86.66066575,SHELBY
1119,Alabama,SUMTER COUNTY,12691,5802,6889,15.2,18.7,53.48,0.12,533.5,51.49,0500000US01119,32.5910572,-88.19884715,SUMTER
1121,Alabama,TALLADEGA COUNTY,79828,38580,41248,111.7,14.3,46.36,0.12,558.5,89.67,0500000US01121,33.38008281,-86.16588477,TALLADEGA
1123,Alabama,TALLAPOOSA COUNTY,40497,19632,20865,58.1,13.3,42.96,0.15,663.0,83.09,0500000US01123,32.86237746,-85.79749844,TALLAPOOSA
1125,Alabama,TUSCALOOSA COUNTY,208911,100589,108322,147.3,12.0,43.01,0.09,438.2,71.00,0500000US01125,33.28955529,-87.52512644,TUSCALOOSA
1127,Alabama,WALKER COUNTY,63711,31040,32671,84.7,12.2,43.39,0.13,684.0,119.70,0500000US01127,33.80331786,-87.29733883,WALKER
1129,Alabama,WASHINGTON COUNTY,16378,8055,8323,16.3,14.2,44.84,0.13,530.0,64.48,0500000US01129,31.40762873,-88.20785716,WASHINGTON
1131,Alabama,WILCOX COUNTY,10627,5056,5571,13.1,17.1,52.62,0.13,620.0,65.03,0500000US01131,31.98930732,-87.3082205,WILCOX
1133,Alabama,WINSTON COUNTY,23660,11655,12005,39.9,17.0,43.17,0.15,607.5,109.56,0500000US01133,34.14920658,-87.37365257,WINSTON
2013,Alaska,ALEUTIANS EAST BOROUGH,3515,2374,1141,0.4,13.0,40.15,0.06,120.3,33.95,0500000US02013,55.36650712,-161.98133033,ALEUTIANS EAST
2016,Alaska,ALEUTIANS WEST CENSUS AREA,5723,3750,1973,1.3,10.7,37.95,0.03,225.2,33.95,0500000US02016,52.79799632,-106.60605991,ALEUTIANS WEST CENSUS
2020,Alaska,ANCHORAGE MUNICIPALITY,291538,148384,143154,171.2,8.2,34.8,0.07,377.2,46.53,0500000US02020,61.1508253,-149.10911748,ANCHORAGE
2050,Alaska,BETHEL CENSUS AREA,18216,9376,8840,0.4,7.0,38.61,0.04,218.2,77.79,0500000US02050,60.91323025,-159.81802273,BETHEL CENSUS
2060,Alaska,BRISTOL BAY BOROUGH,877,468,409,2.0,13.7,37.43,0.08,447.8,58.79,0500000US02060,58.74386361,-156.69997746,BRISTOL BAY
2068,Alaska,DENALI BOROUGH,2059,1146,913,0.1,5.1,37.09,0.05,308.2,61.13,0500000US02068,63.67164253,-150.01171492,DENALI
2070,Alaska,DILLINGHAM CENSUS AREA,5000,2518,2482,0.3,10.5,37.26,0.05,329.5,71.15,0500000US02070,59.79906755,-158.23508642,DILLINGHAM CENSUS
2090,Alaska,FAIRBANKS NORTH STAR BOROUGH,98971,53310,45661,13.3,7.1,35.03,0.06,315.0,54.63,0500000US02090,64.80776532,-146.56541128,FAIRBANKS NORTH STAR
2100,Alaska,HAINES BOROUGH,2474,1222,1252,1.1,5.5,33.72,0.13,463.0,51.02,0500000US02100,59.11331999,-135.48850444,HAINES
2110,Alaska,JUNEAU CITY AND BOROUGH,32113,16313,15800,11.6,6.2,33.29,0.08,386.0,45.01,0500000US02110,58.44404567,-134.15146393,JUNEAU CITY AND
2122,Alaska,KENAI PENINSULA BOROUGH,58533,30488,28045,3.4,7.1,35.75,0.1,490.8,51.15,0500000US02122,60.26541332,-151.5652439,KENAI PENINSULA
2130,Alaska,KETCHIKAN GATEWAY BOROUGH,13918,7102,6816,2.8,8.0,36.61,0.1,-1.0,55.50,0500000US02130,55.58532588,-130.92877546,KETCHIKAN GATEWAY
2150,Alaska,KODIAK ISLAND BOROUGH,13345,7096,6249,2.1,8.2,35.29,0.06,347.0,50.37,0500000US02150,57.67704281,-153.78058229,KODIAK ISLAND
2164,Alaska,LAKE AND PENINSULA BOROUGH,1587,813,774,0.1,9.5,38.59,0.06,368.0,71.15,0500000US02164,58.65291903,-156.18684615,LAKE AND PENINSULA
2170,Alaska,MATANUSKA-SUSITNA BOROUGH,107610,55867,51743,3.6,8.5,36.39,0.07,411.0,53.46,0500000US02170,62.31621944,-149.57141591,MATANUSKA-SUSITNA
2180,Alaska,NOME CENSUS AREA,10008,5267,4741,0.4,8.2,37.38,0.04,349.2,72.14,0500000US02180,64.91109214,-164.02721168,NOME CENSUS
2185,Alaska,NORTH SLOPE BOROUGH,9872,6145,3727,0.1,8.4,35.67,0.04,285.5,89.68,0500000US02185,69.31216024,-153.48157989,NORTH SLOPE
2188,Alaska,NORTHWEST ARCTIC BOROUGH,7671,4141,3530,0.2,11.6,37.45,0.05,253.9,63.38,0500000US02188,67.05300867,-159.72101577,NORTHWEST ARCTIC
2220,Alaska,SITKA CITY AND BOROUGH,8647,4400,4247,3.1,7.2,34.32,0.1,405.5,52.76,0500000US02220,57.24007686,-135.31525108,SITKA CITY AND
2240,Alaska,SOUTHEAST FAIRBANKS CENSUS AREA,6918,3815,3103,0.3,8.6,35.93,0.09,472.2,42.57,0500000US02240,63.87633683,-143.21239361,SOUTHEAST FAIRBANKS CENSUS
2261,Alaska,VALDEZ-CORDOVA CENSUS AREA,9164,4803,4361,0.3,10.1,34.86,0.08,394.5,51.66,0500000US02261,61.56195424,-144.46862429,VALDEZ-CORDOVA CENSUS
2282,Alaska,YAKUTAT CITY AND BOROUGH,604,335,269,0.1,6.4,38.57,0.13,-1.0,38.57,0500000US02282,59.88873149,-140.35687143,YAKUTAT CITY AND
2290,Alaska,YUKON-KOYUKUK CENSUS AREA,5327,2822,2505,0.0,8.1,37.2,0.09,588.5,61.13,0500000US02290,65.50865062,-151.38960348,YUKON-KOYUKUK CENSUS
4001,Arizona,APACHE COUNTY,71818,35310,36508,6.4,15.4,39.59,0.1,285.0,50.32,0500000US04001,35.39552572,-109.48882175,APACHE
4003,Arizona,COCHISE COUNTY,126770,64380,62390,21.3,8.4,37.52,0.16,511.8,49.23,0500000US04003,31.87960857,-109.75116586,COCHISE
4005,Arizona,COCONINO COUNTY,142854,70580,72274,7.2,7.7,33.17,0.08,333.2,46.49,0500000US04005,35.83873698,-111.77050272,COCONINO
4007,Arizona,GILA COUNTY,53889,26644,27245,11.3,12.0,37.3,0.2,560.5,69.64,0500000US04007,33.79974714,-110.81170624,GILA
4009,Arizona,GRAHAM COUNTY,38072,20283,17789,8.1,9.6,38.8,0.1,396.8,57.24,0500000US04009,32.93269913,-109.88740131,GRAHAM
4011,Arizona,GREENLEE COUNTY,9483,4871,4612,4.6,11.3,36.7,0.09,379.5,55.05,0500000US04011,33.21521776,-109.24013732,GREENLEE
4012,Arizona,LA PAZ COUNTY,21098,10820,10278,4.6,9.5,38.53,0.31,612.0,45.08,0500000US04012,33.72924445,-113.98132371,LA PAZ
4013,Arizona,MARICOPA COUNTY,4410824,2181718,2229106,414.9,8.2,34.74,0.1,424.2,51.21,0500000US04013,33.348812,-112.49129972,MARICOPA
4015,Arizona,MOHAVE COUNTY,209550,105979,103571,15.0,10.1,37.11,0.21,777.5,71.97,0500000US04015,35.70409706,-113.75795437,MOHAVE
4017,Arizona,NAVAJO COUNTY,110445,55281,55164,10.8,13.6,38.39,0.12,382.2,50.93,0500000US04017,35.39965757,-110.32140053,NAVAJO
4019,Arizona,PIMA COUNTY,1039073,511456,527617,106.7,7.2,35.98,0.14,485.0,49.95,0500000US04019,32.09742147,-111.78989225,PIMA
4021,Arizona,PINAL COUNTY,447138,232917,214221,70.0,11.3,38.34,0.14,445.5,50.29,0500000US04021,32.90439097,-111.34466967,PINAL
4023,Arizona,SANTA CRUZ COUNTY,46511,22473,24038,38.3,6.5,36.36,0.12,356.5,30.18,0500000US04023,31.5260274,-110.84656875,SANTA CRUZ
4025,Arizona,YAVAPAI COUNTY,231993,113321,118672,26.0,7.2,34.03,0.22,725.0,56.87,0500000US04025,34.59989747,-112.55390145,YAVAPAI
4027,Arizona,YUMA COUNTY,212128,109306,102822,35.5,12.9,37.84,0.14,409.0,45.08,0500000US04027,32.76937661,-113.90555556,YUMA
5001,Arkansas,ARKANSAS COUNTY,17769,8593,9176,19.2,17.3,42.02,0.13,652.5,76.38,0500000US05001,34.290804,-91.37491121,ARKANSAS
5003,Arkansas,ASHLEY COUNTY,20046,9771,10275,23.6,12.6,43.36,0.14,678.5,61.73,0500000US05003,33.19121112,-91.76845808,ASHLEY
5005,Arkansas,BAXTER COUNTY,41619,20096,21523,74.9,13.1,38.33,0.23,880.0,66.59,0500000US05005,36.2872084,-92.33695012,BAXTER
5007,Arkansas,BENTON COUNTY,272608,135582,137026,261.2,8.6,36.73,0.09,452.8,53.33,0500000US05007,36.33872372,-94.25619859,BENTON
5009,Arkansas,BOONE COUNTY,37480,18443,19037,62.5,12.2,37.78,0.15,647.0,62.68,0500000US05009,36.30859146,-93.09153327,BOONE
5011,Arkansas,BRADLEY COUNTY,10897,5306,5591,17.7,14.0,43.16,0.13,675.5,54.95,0500000US05011,33.46642274,-92.16239024,BRADLEY
5013,Arkansas,CALHOUN COUNTY,5277,2662,2615,8.5,14.6,43.87,0.14,784.5,69.00,0500000US05013,33.55803088,-92.5030439,CALHOUN
5015,Arkansas,CARROLL COUNTY,28223,14047,14176,43.6,6.3,37.66,0.15,633.0,57.92,0500000US05015,36.34101849,-93.53823949,CARROLL
5017,Arkansas,CHICOT COUNTY,10438,5272,5166,18.3,7.7,48.3,0.14,626.0,57.51,0500000US05017,33.26720943,-91.29397816,CHICOT
5019,Arkansas,CLARK COUNTY,22061,10452,11609,26.6,14.0,41.61,0.12,561.5,62.40,0500000US05019,34.05097571,-93.1763707,CLARK
5021,Arkansas,CLAY COUNTY,14847,7255,7592,25.2,12.9,41.58,0.16,748.0,72.78,0500000US05021,36.36826349,-90.41754932,CLAY
5023,Arkansas,CLEBURNE COUNTY,24965,12277,12688,46.9,8.4,39.16,0.2,803.0,70.59,0500000US05023,35.53810467,-92.02672672,CLEBURNE
5025,Arkansas,CLEVELAND COUNTY,8018,3978,4040,14.5,14.6,41.25,0.14,684.5,72.47,0500000US05025,33.89836812,-92.18518422,CLEVELAND
5027,Arkansas,COLUMBIA COUNTY,23537,11352,12185,32.1,14.9,44.5,0.12,481.2,68.11,0500000US05027,33.21429832,-93.22731371,COLUMBIA
5029,Arkansas,CONWAY COUNTY,20891,10260,10631,38.5,16.3,41.05,0.14,565.0,64.45,0500000US05029,35.26223625,-92.70129797,CONWAY
5031,Arkansas,CRAIGHEAD COUNTY,108558,52730,55828,136.4,13.6,39.26,0.09,484.5,79.35,0500000US05031,35.83078965,-90.63282816,CRAIGHEAD
5033,Arkansas,CRAWFORD COUNTY,63406,31258,32148,104.4,13.2,41.35,0.11,547.5,78.26,0500000US05033,35.58908577,-94.24282108,CRAWFORD
5035,Arkansas,CRITTENDEN COUNTY,48342,23011,25331,83.5,18.6,47.77,0.09,446.0,80.99,0500000US05035,35.20794251,-90.30883792,CRITTENDEN
5037,Arkansas,CROSS COUNTY,16676,8044,8632,29.0,14.8,43.66,0.13,608.0,94.30,0500000US05037,35.29570939,-90.77121624,CROSS
5039,Arkansas,DALLAS COUNTY,7182,3549,3633,12.2,5.7,45.33,0.16,743.0,67.54,0500000US05039,33.96981096,-92.65444501,DALLAS
5041,Arkansas,DESHA COUNTY,11512,5437,6075,16.9,11.5,46.69,0.13,559.5,50.53,0500000US05041,33.83330039,-91.25396893,DESHA
5043,Arkansas,DREW COUNTY,18328,8955,9373,22.3,18.0,42.51,0.12,540.0,61.22,0500000US05043,33.58944888,-91.71999604,DREW
5045,Arkansas,FAULKNER COUNTY,124806,60992,63814,174.8,9.8,37.7,0.08,450.5,67.91,0500000US05045,35.1469834,-92.33204457,FAULKNER
5047,Arkansas,FRANKLIN COUNTY,17810,8908,8902,29.8,11.1,40.89,0.13,567.0,85.96,0500000US05047,35.51232031,-93.89063698,FRANKLIN
5049,Arkansas,FULTON COUNTY,12269,6021,6248,19.8,10.4,40.86,0.18,695.0,78.67,0500000US05049,36.38165736,-91.81822566,FULTON
5051,Arkansas,GARLAND COUNTY,99154,47660,51494,141.7,12.8,39.24,0.17,746.5,76.90,0500000US05051,34.57666758,-93.15041042,GARLAND
5053,Arkansas,GRANT COUNTY,18188,8985,9203,28.3,14.7,39.59,0.13,655.0,78.28,0500000US05053,34.28999814,-92.42361062,GRANT
5055,Arkansas,GREENE COUNTY,45325,22289,23036,72.9,13.2,39.98,0.11,533.0,107.64,0500000US05055,36.1175667,-90.55897666,GREENE
5057,Arkansas,HEMPSTEAD COUNTY,21741,10482,11259,31.1,16.4,44.9,0.13,483.5,57.19,0500000US05057,33.73532157,-93.66847462,HEMPSTEAD
5059,Arkansas,HOT SPRING COUNTY,33701,17643,16058,53.5,15.7,40.61,0.13,577.5,77.29,0500000US05059,34.317623,-92.94594787,HOT SPRING
5061,Arkansas,HOWARD COUNTY,13341,6417,6924,23.4,10.9,41.91,0.13,516.5,70.85,0500000US05061,34.08890924,-93.99356902,HOWARD
5063,Arkansas,INDEPENDENCE COUNTY,37678,18371,19307,48.0,12.3,39.82,0.12,587.0,70.12,0500000US05063,35.74157324,-91.56970808,INDEPENDENCE
5065,Arkansas,IZARD COUNTY,13593,7050,6543,23.6,9.9,40.0,0.19,648.0,72.61,0500000US05065,36.09487013,-91.91340542,IZARD
5067,Arkansas,JACKSON COUNTY,16811,8348,8463,28.4,22.8,43.57,0.12,626.0,91.10,0500000US05067,35.59922955,-91.21457029,JACKSON
5069,Arkansas,JEFFERSON COUNTY,68114,33662,34452,88.9,14.0,46.27,0.12,599.5,57.05,0500000US05069,34.26878667,-91.93151493,JEFFERSON
5071,Arkansas,JOHNSON COUNTY,26742,13264,13478,38.7,11.5,39.4,0.11,522.5,72.84,0500000US05071,35.57006611,-93.45989602,JOHNSON
5073,Arkansas,LAFAYETTE COUNTY,6682,3283,3399,14.5,26.6,46.16,0.18,561.0,65.22,0500000US05073,33.24094545,-93.60705581,LAFAYETTE
5075,Arkansas,LAWRENCE COUNTY,16434,8112,8322,29.6,7.5,42.53,0.14,680.0,93.36,0500000US05075,36.041228,-91.10709645,LAWRENCE
5077,Arkansas,LEE COUNTY,8985,5049,3936,17.3,14.9,52.23,0.14,607.0,58.31,0500000US05077,34.78064922,-90.78212174,LEE
5079,Arkansas,LINCOLN COUNTY,13383,8273,5110,25.2,15.0,47.36,0.11,421.8,59.43,0500000US05079,33.95744904,-91.73332986,LINCOLN
5081,Arkansas,LITTLE RIVER COUNTY,12326,5936,6390,24.7,18.6,42.14,0.14,617.0,72.53,0500000US05081,33.70051033,-94.23434595,LITTLE RIVER
5083,Arkansas,LOGAN COUNTY,21737,10852,10885,31.6,15.8,41.57,0.14,611.5,70.03,0500000US05083,35.21527184,-93.71632455,LOGAN
5085,Arkansas,LONOKE COUNTY,73657,36302,37355,88.7,12.1,40.4,0.09,526.0,77.36,0500000US05085,34.75426979,-91.88867026,LONOKE
5087,Arkansas,MADISON COUNTY,16481,8229,8252,18.8,10.1,40.09,0.13,546.0,69.90,0500000US05087,36.01095376,-93.72455211,MADISON
5089,Arkansas,MARION COUNTY,16722,8209,8513,27.9,13.2,39.52,0.19,852.0,64.67,0500000US05089,36.26838614,-92.68422483,MARION
5091,Arkansas,MILLER COUNTY,43592,21411,22181,69.5,10.8,42.91,0.12,499.8,69.21,0500000US05091,33.31209127,-93.89155288,MILLER
5093,Arkansas,MISSISSIPPI COUNTY,41239,20077,21162,51.6,16.1,45.08,0.1,502.5,91.03,0500000US05093,35.7638336,-90.05420095,MISSISSIPPI
5095,Arkansas,MONROE COUNTY,6900,3209,3691,13.4,14.2,47.5,0.16,787.0,60.06,0500000US05095,34.67783167,-91.20389208,MONROE
5097,Arkansas,MONTGOMERY COUNTY,8924,4414,4510,12.2,14.7,40.94,0.19,665.0,77.61,0500000US05097,34.53881078,-93.65952869,MONTGOMERY
5099,Arkansas,NEVADA COUNTY,8326,4126,4200,14.6,11.6,44.45,0.14,608.5,68.20,0500000US05099,33.6639667,-93.3071981,NEVADA
5101,Arkansas,NEWTON COUNTY,7805,3954,3851,10.1,7.8,40.49,0.18,546.5,54.58,0500000US05101,35.91997058,-93.21786835,NEWTON
5103,Arkansas,OUACHITA COUNTY,23606,11196,12410,35.6,12.4,45.77,0.14,684.5,68.89,0500000US05103,33.59334965,-92.88194326,OUACHITA
5105,Arkansas,PERRY COUNTY,10352,5113,5239,18.9,12.5,40.59,0.14,684.5,81.22,0500000US05105,34.9473644,-92.93145694,PERRY
5107,Arkansas,PHILLIPS COUNTY,18029,8476,9553,31.3,16.3,49.84,0.13,570.5,80.14,0500000US05107,34.42826041,-90.84804738,PHILLIPS
5109,Arkansas,PIKE COUNTY,10673,5336,5337,18.8,12.1,39.89,0.14,604.0,92.30,0500000US05109,34.16351818,-93.65632903,PIKE
5111,Arkansas,POINSETT COUNTY,23974,11646,12328,32.4,19.1,44.18,0.12,697.5,111.49,0500000US05111,35.57401781,-90.66298802,POINSETT
5113,Arkansas,POLK COUNTY,20049,9767,10282,24.1,10.3,40.36,0.16,633.5,93.83,0500000US05113,34.4859135,-94.228094,POLK
5115,Arkansas,POPE COUNTY,64000,31721,32279,76.0,10.1,38.22,0.11,490.0,79.44,0500000US05115,35.44762692,-93.03415281,POPE
5117,Arkansas,PRAIRIE COUNTY,8074,4063,4011,13.4,11.8,42.16,0.17,749.0,71.90,0500000US05117,34.82978362,-91.55278075,PRAIRIE
5119,Arkansas,PULASKI COUNTY,392680,187731,204949,503.8,11.0,40.38,0.1,535.0,56.71,0500000US05119,34.76994261,-92.3117991,PULASKI
5121,Arkansas,RANDOLPH COUNTY,17948,8874,9074,27.6,16.4,40.49,0.14,666.0,76.81,0500000US05121,36.34145973,-91.02770772,RANDOLPH
5123,Arkansas,ST. FRANCIS COUNTY,25439,14023,11416,44.5,17.1,48.31,0.11,451.8,73.06,0500000US05123,35.02200791,-90.74777066,ST. FRANCIS
5125,Arkansas,SALINE COUNTY,121421,59489,61932,148.0,11.0,37.92,0.12,587.0,61.41,0500000US05125,34.64658116,-92.67651697,SALINE
5127,Arkansas,SCOTT COUNTY,10319,5236,5083,12.6,15.6,41.6,0.15,566.5,61.96,0500000US05127,34.860775,-94.06323846,SCOTT
5129,Arkansas,SEARCY COUNTY,7958,3988,3970,12.3,13.0,41.07,0.18,725.5,62.11,0500000US05129,35.91090159,-92.69950883,SEARCY
5131,Arkansas,SEBASTIAN COUNTY,127753,62418,65335,236.4,11.1,40.08,0.11,518.5,72.14,0500000US05131,35.19966008,-94.2741784,SEBASTIAN
