Table with column headers in rows 3 and 4,,,,,
State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages","Poverty Percent, All Ages"
29,157,MO,Perry County,"2,040",10.9
29,159,MO,Pettis County,"6,885",16.6
29,161,MO,Phelps County,"7,517",18.1
29,163,MO,Pike County,"2,557",15.9
29,165,MO,Platte County,"5,925",5.8
29,167,MO,Polk County,"4,965",16.2
29,169,MO,Pulaski County,"6,350",15.2
29,171,MO,Putnam County,675,14.4
29,173,MO,Ralls County,923,9.1
29,175,MO,Randolph County,"3,960",17.6
29,177,MO,Ray County,"2,220",9.9
29,179,MO,Reynolds County,"1,240",20.3
29,181,MO,Ripley County,"3,116",23.5
29,183,MO,St. Charles County,"22,272",5.7
29,185,MO,St. Clair County,"1,669",18.2
29,186,MO,Ste. Genevieve County,"1,720",9.8
29,187,MO,St. Francois County,"11,341",19.0
29,189,MO,St. Louis County,"102,720",10.5
29,195,MO,Saline County,"3,188",14.8
29,197,MO,Schuyler County,764,16.9
29,199,MO,Scotland County,685,14.1
29,201,MO,Scott County,"7,210",19.1
29,203,MO,Shannon County,"1,829",22.6
29,205,MO,Shelby County,834,14.3
29,207,MO,Stoddard County,"4,238",14.8
29,209,MO,Stone County,"4,204",13.4
29,211,MO,Sullivan County,935,15.3
29,213,MO,Taney County,"8,367",15.4
29,215,MO,Texas County,"5,806",24.6
29,217,MO,Vernon County,"3,387",17.2
29,219,MO,Warren County,"3,606",10.5
29,221,MO,Washington County,"5,145",21.7
29,223,MO,Wayne County,"3,018",23.3
29,225,MO,Webster County,"5,384",14.1
29,227,MO,Worth County,279,14.1
29,229,MO,Wright County,"4,330",23.9
29,510,MO,St. Louis city,"66,858",22.8
30,000,MT,Montana,"134,185",12.9
30,001,MT,Beaverhead County,"1,236",13.8
30,003,MT,Big Horn County,"3,375",25.6
30,005,MT,Blaine County,"1,393",20.8
30,007,MT,Broadwater County,617,10.3
30,009,MT,Carbon County,"1,247",11.7
30,011,MT,Carter County,167,13.7
30,013,MT,Cascade County,"10,607",13.4
30,015,MT,Chouteau County,"1,060",18.7
30,017,MT,Custer County,"1,398",12.5
30,019,MT,Daniels County,171,10.1
30,021,MT,Dawson County,934,11.4
30,023,MT,Deer Lodge County,"1,346",15.9
30,025,MT,Fallon County,266,9.2
30,027,MT,Fergus County,"1,313",12.2
30,029,MT,Flathead County,"11,288",11.2
30,031,MT,Gallatin County,"9,721",9.0
30,033,MT,Garfield County,207,16.3
30,035,MT,Glacier County,"3,629",27.0
30,037,MT,Golden Valley County,150,18.9
30,039,MT,Granite County,449,13.4
30,041,MT,Hill County,"2,151",13.5
30,043,MT,Jefferson County,922,7.7
30,045,MT,Judith Basin County,260,13.3
30,047,MT,Lake County,"5,442",18.2
30,049,MT,Lewis and Clark County,"7,061",10.5
30,051,MT,Liberty County,443,19.0
30,053,MT,Lincoln County,"3,964",20.3
30,055,MT,McCone County,235,14.2
30,057,MT,Madison County,801,9.2
30,059,MT,Meagher County,285,15.9
30,061,MT,Mineral County,601,14.0
30,063,MT,Missoula County,"14,719",12.7
30,065,MT,Musselshell County,691,15.0
30,067,MT,Park County,"1,744",10.5
30,069,MT,Petroleum County,83,16.2
30,071,MT,Phillips County,608,15.2
30,073,MT,Pondera County,"1,028",17.8
30,075,MT,Powder River County,205,12.2
30,077,MT,Powell County,950,18.1
30,079,MT,Prairie County,144,13.5
30,081,MT,Ravalli County,"6,628",15.5
30,083,MT,Richland County,950,8.7
30,085,MT,Roosevelt County,"2,763",25.4
30,087,MT,Rosebud County,"1,523",17.0
30,089,MT,Sanders County,"1,871",16.0
30,091,MT,Sheridan County,366,10.9
30,093,MT,Silver Bow County,"5,697",16.7
30,095,MT,Stillwater County,766,8.1
30,097,MT,Sweet Grass County,364,10.0
30,099,MT,Teton County,941,15.8
30,101,MT,Toole County,640,15.1
30,103,MT,Treasure County,77,11.4
30,105,MT,Valley County,"1,007",13.7
30,107,MT,Wheatland County,411,19.0
30,109,MT,Wibaux County,121,12.0
30,111,MT,Yellowstone County,"17,150",10.9
31,000,NE,Nebraska,"205,393",11.0
31,001,NE,Adams County,"3,558",11.8
31,003,NE,Antelope County,788,12.6
31,005,NE,Arthur County,60,12.9
31,007,NE,Banner County,91,12.5
31,009,NE,Blaine County,77,16.2
31,011,NE,Boone County,470,9.2
31,013,NE,Box Butte County,"1,454",13.7
31,015,NE,Boyd County,264,13.9
31,017,NE,Brown County,369,12.5
31,019,NE,Buffalo County,"5,068",10.7
31,021,NE,Burt County,688,10.8
31,023,NE,Butler County,717,9.1
31,025,NE,Cass County,"1,898",7.4
31,027,NE,Cedar County,720,8.7
31,029,NE,Chase County,370,9.5
31,031,NE,Cherry County,693,12.2
31,033,NE,Cheyenne County,"1,035",11.3
31,035,NE,Clay County,671,11.0
31,037,NE,Colfax County,"1,120",10.4
31,039,NE,Cuming County,778,8.9
31,041,NE,Custer County,"1,274",12.0
31,043,NE,Dakota County,"2,455",12.4
31,045,NE,Dawes County,"1,360",17.1
31,047,NE,Dawson County,"2,824",12.1
31,049,NE,Deuel County,214,11.8
31,051,NE,Dixon County,544,9.7
31,053,NE,Dodge County,"3,484",9.8
31,055,NE,Douglas County,"64,276",11.6
31,057,NE,Dundy County,245,14.0
31,059,NE,Fillmore County,474,8.9
31,061,NE,Franklin County,398,13.4
31,063,NE,Frontier County,351,14.2
31,065,NE,Furnas County,579,12.6
31,067,NE,Gage County,"2,364",11.2
31,069,NE,Garden County,283,15.1
31,071,NE,Garfield County,253,13.1
31,073,NE,Gosper County,178,9.1
31,075,NE,Grant County,70,10.6
31,077,NE,Greeley County,294,12.8
31,079,NE,Hall County,"7,839",13.0
31,081,NE,Hamilton County,593,6.5
31,083,NE,Harlan County,371,11.1
31,085,NE,Hayes County,148,16.2
31,087,NE,Hitchcock County,424,15.3
31,089,NE,Holt County,"1,210",12.1
31,091,NE,Hooker County,55,8.3
31,093,NE,Howard County,650,10.2
31,095,NE,Jefferson County,821,11.8
31,097,NE,Johnson County,563,13.8
31,099,NE,Kearney County,591,9.2
31,101,NE,Keith County,949,11.9
31,103,NE,Keya Paha County,148,18.3
31,105,NE,Kimball County,443,12.5
31,107,NE,Knox County,"1,098",13.4
31,109,NE,Lancaster County,"37,583",12.4
31,111,NE,Lincoln County,"3,472",10.1
31,113,NE,Logan County,69,9.3
31,115,NE,Loup County,105,17.1
31,117,NE,McPherson County,57,11.6
31,119,NE,Madison County,"3,992",11.7
31,121,NE,Merrick County,811,10.7
31,123,NE,Morrill County,669,14.5
31,125,NE,Nance County,401,11.7
31,127,NE,Nemaha County,824,12.7
31,129,NE,Nuckolls County,455,11.0
31,131,NE,Otoe County,"1,464",9.4
31,133,NE,Pawnee County,357,13.8
31,135,NE,Perkins County,297,10.3
31,137,NE,Phelps County,828,9.5
31,139,NE,Pierce County,690,9.8
31,141,NE,Platte County,"2,789",8.5
31,143,NE,Polk County,441,8.5
31,145,NE,Red Willow County,"1,135",11.0
31,147,NE,Richardson County,"1,004",13.0
31,149,NE,Rock County,194,14.6
31,151,NE,Saline County,"1,649",12.4
31,153,NE,Sarpy County,"10,399",5.7
31,155,NE,Saunders County,"1,637",7.8
31,157,NE,Scotts Bluff County,"5,021",14.3
31,159,NE,Seward County,"1,155",7.2
31,161,NE,Sheridan County,834,16.5
31,163,NE,Sherman County,417,14.0
31,165,NE,Sioux County,198,16.7
31,167,NE,Stanton County,446,7.5
31,169,NE,Thayer County,528,10.8
31,171,NE,Thomas County,107,15.0
31,173,NE,Thurston County,"1,725",23.9
31,175,NE,Valley County,511,12.4
31,177,NE,Washington County,"1,423",6.9
31,179,NE,Wayne County,"1,177",13.9
31,181,NE,Webster County,450,13.2
31,183,NE,Wheeler County,112,14.0
31,185,NE,York County,"1,255",9.7
32,000,NV,Nevada,"391,347",13.1
32,001,NV,Churchill County,"2,756",11.4
32,003,NV,Clark County,"307,977",14.0
32,005,NV,Douglas County,"3,457",7.2
32,007,NV,Elko County,"4,276",8.3
32,009,NV,Esmeralda County,119,14.4
32,011,NV,Eureka County,189,9.5
32,013,NV,Humboldt County,"1,977",11.9
32,015,NV,Lander County,616,11.1
32,017,NV,Lincoln County,655,13.4
32,019,NV,Lyon County,"5,803",10.5
32,021,NV,Mineral County,941,21.1
32,023,NV,Nye County,"6,725",15.2
32,027,NV,Pershing County,889,18.3
32,029,NV,Storey County,306,7.6
32,031,NV,Washoe County,"47,627",10.4
32,033,NV,White Pine County,"1,082",13.3
32,510,NV,Carson City,"5,952",11.3
33,000,NH,New Hampshire,"100,076",7.6
33,001,NH,Belknap County,"4,149",6.9
33,003,NH,Carroll County,"4,358",9.0
33,005,NH,Cheshire County,"7,307",10.2
33,007,NH,Coos County,"3,828",13.1
33,009,NH,Grafton County,"7,427",9.0
33,011,NH,Hillsborough County,"30,147",7.4
33,013,NH,Merrimack County,"10,149",7.0
33,015,NH,Rockingham County,"16,270",5.3
33,017,NH,Strafford County,"11,673",9.7
33,019,NH,Sullivan County,"4,768",11.2
34,000,NJ,New Jersey,"831,386",9.5
34,001,NJ,Atlantic County,"33,167",12.8
34,003,NJ,Bergen County,"63,403",6.8
34,005,NJ,Burlington County,"26,786",6.2
34,007,NJ,Camden County,"64,417",12.9
34,009,NJ,Cape May County,"9,325",10.3
34,011,NJ,Cumberland County,"21,430",15.2
34,013,NJ,Essex County,"116,246",14.9
34,015,NJ,Gloucester County,"21,869",7.6
34,017,NJ,Hudson County,"95,704",14.3
34,019,NJ,Hunterdon County,"5,317",4.4
34,021,NJ,Mercer County,"38,279",10.9
34,023,NJ,Middlesex County,"65,823",8.2
34,025,NJ,Monmouth County,"41,380",6.7
34,027,NJ,Morris County,"22,980",4.7
34,029,NJ,Ocean County,"57,366",9.7
34,031,NJ,Passaic County,"67,374",13.6
34,033,NJ,Salem County,"6,891",11.2
34,035,NJ,Somerset County,"16,112",4.9
34,037,NJ,Sussex County,"7,233",5.2
34,039,NJ,Union County,"43,279",7.8
34,041,NJ,Warren County,"7,006",6.7
35,000,NM,New Mexico,"386,739",18.8
35,001,NM,Bernalillo County,"109,959",16.5
35,003,NM,Catron County,827,23.3
35,005,NM,Chaves County,"11,872",18.9
35,006,NM,Cibola County,"6,910",28.6
35,007,NM,Colfax County,"2,315",19.8
35,009,NM,Curry County,"8,239",17.2
35,011,NM,DeBaca County,361,20.4
35,013,NM,Dona Ana County,"52,914",24.9
35,015,NM,Eddy County,"8,981",15.7
35,017,NM,Grant County,"5,535",20.7
35,019,NM,Guadalupe County,915,24.3
35,021,NM,Harding County,109,16.7
35,023,NM,Hidalgo County,"1,070",25.7
35,025,NM,Lea County,"10,813",16.1
35,027,NM,Lincoln County,"3,166",16.4
35,028,NM,Los Alamos County,733,3.9
35,029,NM,Luna County,"6,364",27.2
35,031,NM,McKinley County,"23,092",32.3
35,033,NM,Mora County,"1,053",23.5
35,035,NM,Otero County,"13,074",20.3
35,037,NM,Quay County,"1,975",24.1
35,039,NM,Rio Arriba County,"8,498",22.0
35,041,NM,Roosevelt County,"3,979",22.6
35,043,NM,Sandoval County,"18,215",12.6
35,045,NM,San Juan County,"28,486",23.1
35,047,NM,San Miguel County,"7,479",28.2
35,049,NM,Santa Fe County,"17,972",12.2
35,051,NM,Sierra County,"2,739",25.7
35,053,NM,Socorro County,"4,767",29.6
35,055,NM,Taos County,"6,955",21.4
35,057,NM,Torrance County,"3,763",25.2
35,059,NM,Union County,701,20.4
35,061,NM,Valencia County,"12,908",17.3
36,000,NY,New York,"2,603,303",13.7
36,001,NY,Albany County,"32,888",11.3
36,003,NY,Allegany County,"7,161",17.0
36,005,NY,Bronx County,"380,470",27.3
36,007,NY,Broome County,"31,406",17.3
36,009,NY,Cattaraugus County,"12,711",17.1
36,011,NY,Cayuga County,"9,509",13.0
36,013,NY,Chautauqua County,"22,426",18.3
36,015,NY,Chemung County,"10,856",13.5
36,017,NY,Chenango County,"7,023",15.1
36,019,NY,Clinton County,"9,779",13.2
36,021,NY,Columbia County,"6,828",11.7
36,023,NY,Cortland County,"7,426",16.9
36,025,NY,Delaware County,"6,746",15.9
36,027,NY,Dutchess County,"25,387",9.2
36,029,NY,Erie County,"122,204",13.7
36,031,NY,Essex County,"4,150",11.7
36,033,NY,Franklin County,"7,404",16.7
36,035,NY,Fulton County,"6,830",13.0
36,037,NY,Genesee County,"5,494",9.9
36,039,NY,Greene County,"5,789",13.0
36,041,NY,Hamilton County,404,9.1
36,043,NY,Herkimer County,"8,176",13.5
36,045,NY,Jefferson County,"12,996",12.3
36,047,NY,Kings County,"483,632",18.9
36,049,NY,Lewis County,"3,177",12.2
36,051,NY,Livingston County,"7,173",12.5
36,053,NY,Madison County,"7,121",10.8
36,055,NY,Monroe County,"103,620",14.4
36,057,NY,Montgomery County,"7,694",15.8
36,059,NY,Nassau County,"77,883",5.8
36,061,NY,New York County,"245,347",15.6
36,063,NY,Niagara County,"26,833",13.0
36,065,NY,Oneida County,"32,150",14.8
36,067,NY,Onondaga County,"61,143",13.7
36,069,NY,Ontario County,"9,077",8.5
36,071,NY,Orange County,"42,664",11.5
36,073,NY,Orleans County,"4,819",12.6
36,075,NY,Oswego County,"18,209",16.1
36,077,NY,Otsego County,"6,881",12.5
36,079,NY,Putnam County,"5,863",6.0
36,081,NY,Queens County,"261,819",11.6
36,083,NY,Rensselaer County,"17,059",11.1
36,085,NY,Richmond County,"55,217",11.7
36,087,NY,Rockland County,"44,728",13.9
36,089,NY,St. Lawrence County,"14,677",15.1
36,091,NY,Saratoga County,"14,319",6.3
36,093,NY,Schenectady County,"17,062",11.3
36,095,NY,Schoharie County,"3,532",11.8
36,097,NY,Schuyler County,"2,392",13.5
36,099,NY,Seneca County,"4,000",12.6
36,101,NY,Steuben County,"12,069",12.8
36,103,NY,Suffolk County,"105,578",7.3
36,105,NY,Sullivan County,"11,834",16.2
36,107,NY,Tioga County,"4,912",10.2
36,109,NY,Tompkins County,"15,146",16.8
36,111,NY,Ulster County,"24,389",14.3
36,113,NY,Warren County,"6,859",10.8
36,115,NY,Washington County,"6,637",11.4
36,117,NY,Wayne County,"8,511",9.6
36,119,NY,Westchester County,"78,572",8.3
36,121,NY,Wyoming County,"3,627",9.9
36,123,NY,Yates County,"3,014",12.7
37,000,NC,North Carolina,"1,422,154",14.1
37,001,NC,Alamance County,"21,661",13.5
37,003,NC,Alexander County,"4,653",13.0
37,005,NC,Alleghany County,"2,060",18.7
37,007,NC,Anson County,"4,680",20.5
37,009,NC,Ashe County,"4,542",16.9
37,011,NC,Avery County,"2,542",16.8
37,013,NC,Beaufort County,"8,429",18.1
37,015,NC,Bertie County,"4,172",23.5
37,017,NC,Bladen County,"9,542",29.1
37,019,NC,Brunswick County,"14,203",10.5
37,021,NC,Buncombe County,"28,859",11.5
37,023,NC,Burke County,"12,278",14.0
37,025,NC,Cabarrus County,"18,839",9.0
37,027,NC,Caldwell County,"12,830",15.9
37,029,NC,Camden County,884,8.3
37,031,NC,Carteret County,"6,717",9.8
37,033,NC,Caswell County,"3,642",17.1
37,035,NC,Catawba County,"20,321",13.0
37,037,NC,Chatham County,"6,709",9.3
37,039,NC,Cherokee County,"5,253",18.8
37,041,NC,Chowan County,"2,370",17.2
37,043,NC,Clay County,"1,602",14.6
37,045,NC,Cleveland County,"18,301",19.1
37,047,NC,Columbus County,"13,279",25.3
37,049,NC,Craven County,"14,513",14.9
37,051,NC,Cumberland County,"53,788",17.0
37,053,NC,Currituck County,"2,602",9.7
37,055,NC,Dare County,"2,992",8.3
37,057,NC,Davidson County,"24,694",15.0
37,059,NC,Davie County,"4,555",10.8
37,061,NC,Duplin County,"11,877",20.4
37,063,NC,Durham County,"41,063",13.5
37,065,NC,Edgecombe County,"11,705",22.9
37,067,NC,Forsyth County,"60,361",16.4
37,069,NC,Franklin County,"8,394",12.7
37,071,NC,Gaston County,"31,172",14.2
37,073,NC,Gates County,"1,747",15.2
37,075,NC,Graham County,"1,575",18.9
37,077,NC,Granville County,"7,331",13.0
37,079,NC,Greene County,"4,319",23.5
37,081,NC,Guilford County,"79,267",15.4
37,083,NC,Halifax County,"10,800",22.0
37,085,NC,Harnett County,"18,802",14.4
37,087,NC,Haywood County,"8,071",13.1
37,089,NC,Henderson County,"11,212",9.7
37,091,NC,Hertford County,"4,909",23.2
37,093,NC,Hoke County,"9,621",18.0
37,095,NC,Hyde County,"1,014",22.2
37,097,NC,Iredell County,"16,746",9.5
37,099,NC,Jackson County,"6,570",16.7
37,101,NC,Johnston County,"23,374",11.7
37,103,NC,Jones County,"1,542",16.2
37,105,NC,Lee County,"9,459",15.7
37,107,NC,Lenoir County,"12,193",22.1
37,109,NC,Lincoln County,"8,555",10.3
37,111,NC,McDowell County,"6,802",15.4
37,113,NC,Macon County,"5,700",16.3
37,115,NC,Madison County,"3,502",17.0
37,117,NC,Martin County,"4,571",20.3
37,119,NC,Mecklenburg County,"126,098",11.7
37,121,NC,Mitchell County,"2,383",16.1
37,123,NC,Montgomery County,"4,379",16.7
37,125,NC,Moore County,"10,263",10.5
37,127,NC,Nash County,"13,024",14.2
37,129,NC,New Hanover County,"34,250",15.3
37,131,NC,Northampton County,"4,043",21.4
37,133,NC,Onslow County,"26,562",15.1
37,135,NC,Orange County,"17,045",12.4
37,137,NC,Pamlico County,"1,983",16.6
37,139,NC,Pasquotank County,"6,854",18.2
37,141,NC,Pender County,"9,207",15.1
37,143,NC,Perquimans County,"2,108",15.8
37,145,NC,Person County,"5,773",14.8
37,147,NC,Pitt County,"40,201",23.2
37,149,NC,Polk County,"2,389",11.8
37,151,NC,Randolph County,"19,631",13.8
37,153,NC,Richmond County,"8,698",19.9
37,155,NC,Robeson County,"31,143",24.5
37,157,NC,Rockingham County,"16,003",17.9
37,159,NC,Rowan County,"22,298",16.3
37,161,NC,Rutherford County,"12,538",19.1
37,163,NC,Sampson County,"14,243",22.8
37,165,NC,Scotland County,"8,637",26.9
37,167,NC,Stanly County,"7,924",13.2
37,169,NC,Stokes County,"5,455",12.1
37,171,NC,Surry County,"11,351",16.0
37,173,NC,Swain County,"2,124",15.2
37,175,NC,Transylvania County,"4,277",12.8
37,177,NC,Tyrrell County,880,25.2
37,179,NC,Union County,"16,361",7.0
37,181,NC,Vance County,"11,585",26.3
37,183,NC,Wake County,"89,819",8.4
37,185,NC,Warren County,"3,750",19.8
37,187,NC,Washington County,"2,470",21.1
37,189,NC,Watauga County,"10,608",21.2
37,191,NC,Wayne County,"24,470",20.2
37,193,NC,Wilkes County,"12,712",18.9
37,195,NC,Wilson County,"16,868",21.1
37,197,NC,Yadkin County,"4,829",13.0
37,199,NC,Yancey County,"3,153",17.8
38,000,ND,North Dakota,"77,959",10.6
38,001,ND,Adams County,234,10.4
38,003,ND,Barnes County,"1,231",12.3
38,005,ND,Benson County,"2,129",30.8
38,007,ND,Billings County,82,9.0
38,009,ND,Bottineau County,715,11.6
38,011,ND,Bowman County,264,8.7
38,013,ND,Burke County,195,9.3
38,015,ND,Burleigh County,"6,798",7.4
38,017,ND,Cass County,"18,270",10.4
38,019,ND,Cavalier County,398,10.6
38,021,ND,Dickey County,520,11.1
38,023,ND,Divide County,222,10.0
38,025,ND,Dunn County,443,10.4
38,027,ND,Eddy County,237,10.6
38,029,ND,Emmons County,431,13.3
38,031,ND,Foster County,274,8.7
38,033,ND,Golden Valley County,192,11.2
38,035,ND,Grand Forks County,"8,681",12.9
38,037,ND,Grant County,341,14.5
38,039,ND,Griggs County,202,9.2
38,041,ND,Hettinger County,291,12.4
38,043,ND,Kidder County,355,14.5
38,045,ND,LaMoure County,456,11.4
38,047,ND,Logan County,239,12.9
38,049,ND,McHenry County,685,11.9
38,051,ND,McIntosh County,339,13.6
38,053,ND,McKenzie County,"1,240",9.2
38,055,ND,McLean County,867,9.2
38,057,ND,Mercer County,585,7.2
38,059,ND,Morton County,"2,468",8.1
38,061,ND,Mountrail County,"1,055",10.4
38,063,ND,Nelson County,301,10.8
38,065,ND,Oliver County,198,10.2
38,067,ND,Pembina County,697,10.3
38,069,ND,Pierce County,447,11.6
38,071,ND,Ramsey County,"1,361",12.3
38,073,ND,Ransom County,440,8.7
38,075,ND,Renville County,191,8.2
38,077,ND,Richland County,"1,781",11.6
38,079,ND,Rolette County,"3,504",24.7
38,081,ND,Sargent County,296,7.8
38,083,ND,Sheridan County,223,16.6
38,085,ND,Sioux County,"1,408",32.9
38,087,ND,Slope County,97,12.7
38,089,ND,Stark County,"2,486",8.2
38,091,ND,Steele County,148,7.8
38,093,ND,Stutsman County,"2,203",11.4
38,095,ND,Towner County,200,9.3
38,097,ND,Traill County,630,8.2
38,099,ND,Walsh County,"1,147",10.9
38,101,ND,Ward County,"7,057",10.8
38,103,ND,Wells County,442,11.4
38,105,ND,Williams County,"2,265",6.5
39,000,OH,Ohio,"1,568,586",13.8
39,001,OH,Adams County,"5,382",19.7
39,003,OH,Allen County,"13,901",14.4
39,005,OH,Ashland County,"5,308",10.4
39,007,OH,Ashtabula County,"16,353",17.4
39,009,OH,Athens County,"17,237",30.7
39,011,OH,Auglaize County,"3,132",6.9
39,013,OH,Belmont County,"8,272",13.0
39,015,OH,Brown County,"5,064",11.8
39,017,OH,Butler County,"45,821",12.4
39,019,OH,Carroll County,"3,431",12.9
39,021,OH,Champaign County,"3,809",10.0
39,023,OH,Clark County,"19,467",14.9
39,025,OH,Clermont County,"16,745",8.2
39,027,OH,Clinton County,"4,802",11.8
39,029,OH,Columbiana County,"14,938",15.1
39,031,OH,Coshocton County,"5,559",15.4
39,033,OH,Crawford County,"5,688",14.0
39,035,OH,Cuyahoga County,"217,166",17.9
39,037,OH,Darke County,"4,800",9.5
39,039,OH,Defiance County,"3,372",9.1
39,041,OH,Delaware County,"8,271",4.1
39,043,OH,Erie County,"7,769",10.6
39,045,OH,Fairfield County,"14,172",9.3
39,047,OH,Fayette County,"4,227",15.1
39,049,OH,Franklin County,"198,207",15.5
39,051,OH,Fulton County,"3,303",7.9
39,053,OH,Gallia County,"6,407",22.1
39,055,OH,Geauga County,"5,341",5.7
39,057,OH,Greene County,"18,567",11.6
39,059,OH,Guernsey County,"7,232",18.8
39,061,OH,Hamilton County,"122,843",15.4
39,063,OH,Hancock County,"7,370",9.9
39,065,OH,Hardin County,"4,327",14.7
39,067,OH,Harrison County,"2,285",15.3
39,069,OH,Henry County,"2,865",10.8
39,071,OH,Highland County,"6,550",15.4
39,073,OH,Hocking County,"3,944",14.1
39,075,OH,Holmes County,"4,054",9.4
39,077,OH,Huron County,"6,376",11.1
39,079,OH,Jackson County,"5,350",16.8
39,081,OH,Jefferson County,"12,052",19.0
39,083,OH,Knox County,"8,039",13.8
39,085,OH,Lake County,"16,970",7.5
39,087,OH,Lawrence County,"11,093",18.8
39,089,OH,Licking County,"15,591",9.1
39,091,OH,Logan County,"5,095",11.4
39,093,OH,Lorain County,"42,562",14.2
39,095,OH,Lucas County,"78,398",18.7
39,097,OH,Madison County,"4,215",10.7
39,099,OH,Mahoning County,"36,520",16.5
39,101,OH,Marion County,"9,772",16.5
39,103,OH,Medina County,"11,474",6.5
39,105,OH,Meigs County,"4,064",17.8
39,107,OH,Mercer County,"3,066",7.6
39,109,OH,Miami County,"8,329",7.9
39,111,OH,Monroe County,"1,917",14.1
39,113,OH,Montgomery County,"87,187",16.9
39,115,OH,Morgan County,"2,443",17.0
39,117,OH,Morrow County,"4,106",11.9
39,119,OH,Muskingum County,"13,996",16.6
39,121,OH,Noble County,"2,109",18.1
39,123,OH,Ottawa County,"3,807",9.5
39,125,OH,Paulding County,"1,922",10.3
39,127,OH,Perry County,"5,846",16.4
39,129,OH,Pickaway County,"6,413",12.1
39,131,OH,Pike County,"5,648",20.5
39,133,OH,Portage County,"17,564",11.3
39,135,OH,Preble County,"3,936",9.7
39,137,OH,Putnam County,"1,835",5.5
39,139,OH,Richland County,"16,416",14.4
39,141,OH,Ross County,"13,099",18.4
39,143,OH,Sandusky County,"5,769",10.0
39,145,OH,Scioto County,"16,288",22.6
39,147,OH,Seneca County,"6,372",12.1
39,149,OH,Shelby County,"4,293",9.0
39,151,OH,Stark County,"52,330",14.4
39,153,OH,Summit County,"63,889",12.0
39,155,OH,Trumbull County,"34,413",17.6
39,157,OH,Tuscarawas County,"11,107",12.3
39,159,OH,Union County,"2,724",5.0
39,161,OH,Van Wert County,"2,344",8.4
39,163,OH,Vinton County,"2,474",19.0
39,165,OH,Warren County,"11,709",5.2
39,167,OH,Washington County,"9,251",15.9
39,169,OH,Wayne County,"10,496",9.4
39,171,OH,Williams County,"3,482",9.7
39,173,OH,Wood County,"14,733",11.9
39,175,OH,Wyandot County,"1,723",8.0
40,000,OK,Oklahoma,"593,936",15.5
40,001,OK,Adair County,"5,372",24.6
40,003,OK,Alfalfa County,714,15.2
40,005,OK,Atoka County,"2,707",20.8
40,007,OK,Beaver County,588,11.2
40,009,OK,Beckham County,"3,202",16.3
40,011,OK,Blaine County,"1,493",16.0
40,013,OK,Bryan County,"7,604",16.6
40,015,OK,Caddo County,"5,239",19.5
40,017,OK,Canadian County,"10,336",7.3
40,019,OK,Carter County,"8,335",17.7
40,021,OK,Cherokee County,"9,862",21.0
40,023,OK,Choctaw County,"3,312",23.0
40,025,OK,Cimarron County,352,16.4
40,027,OK,Cleveland County,"32,077",11.9
40,029,OK,Coal County,"1,229",22.6
40,031,OK,Comanche County,"18,303",16.7
40,033,OK,Cotton County,926,16.2
40,035,OK,Craig County,"2,631",19.5
40,037,OK,Creek County,"9,874",14.0
40,039,OK,Custer County,"5,001",18.2
40,041,OK,Delaware County,"8,756",20.7
40,043,OK,Dewey County,580,12.1
40,045,OK,Ellis County,494,12.7
40,047,OK,Garfield County,"9,001",15.2
40,049,OK,Garvin County,"4,139",15.1
40,051,OK,Grady County,"5,507",10.1
40,053,OK,Grant County,538,12.7
40,055,OK,Greer County,"1,218",26.0
40,057,OK,Harmon County,612,23.9
40,059,OK,Harper County,413,11.0
40,061,OK,Haskell County,"2,929",23.3
40,063,OK,Hughes County,"2,902",24.6
40,065,OK,Jackson County,"3,704",15.3
40,067,OK,Jefferson County,"1,473",24.7
40,069,OK,Johnston County,"2,068",19.5
40,071,OK,Kay County,"8,751",20.4
40,073,OK,Kingfisher County,"1,554",9.9
40,075,OK,Kiowa County,"1,448",16.9
40,077,OK,Latimer County,"1,721",17.9
40,079,OK,Le Flore County,"10,903",22.6
40,081,OK,Lincoln County,"5,069",14.7
40,083,OK,Logan County,"4,745",10.4
40,085,OK,Love County,"1,466",14.6
40,087,OK,McClain County,"3,592",9.1
40,089,OK,McCurtain County,"6,796",21.1
40,091,OK,McIntosh County,"4,649",23.9
40,093,OK,Major County,816,10.8
40,095,OK,Marshall County,"2,961",18.0
40,097,OK,Mayes County,"6,271",15.5
40,099,OK,Murray County,"2,029",14.9
40,101,OK,Muskogee County,"10,094",15.6
40,103,OK,Noble County,"1,431",12.9
40,105,OK,Nowata County,"1,650",16.5
40,107,OK,Okfuskee County,"2,890",26.1
40,109,OK,Oklahoma County,"131,185",16.9
40,111,OK,Okmulgee County,"7,916",21.5
40,113,OK,Osage County,"6,864",15.1
40,115,OK,Ottawa County,"6,210",20.6
40,117,OK,Pawnee County,"2,368",14.7
40,119,OK,Payne County,"16,909",22.8
40,121,OK,Pittsburg County,"8,160",19.7
40,123,OK,Pontotoc County,"5,600",15.3
40,125,OK,Pottawatomie County,"12,181",17.6
40,127,OK,Pushmataha County,"2,169",19.7
40,129,OK,Roger Mills County,505,13.9
40,131,OK,Rogers County,"8,855",9.8
40,133,OK,Seminole County,"4,458",18.6
40,135,OK,Sequoyah County,"7,636",18.8
40,137,OK,Stephens County,"6,408",15.0
40,139,OK,Texas County,"2,530",12.7
40,141,OK,Tillman County,"1,491",21.1
